0 0 0 2 1 0
0.04 0 0 1 1 0
0.08 0 0 1 1 0
0.16 0 0 1 1 0
0.32 0 0 1 1 0
0.64 0 0 1 1 0
1.14 0 0 1 1 0
1.5 0 0 1 1 0
2 0 0 2 1 0
1.5 0 0 2 2 0
1.49833 0.0199996 0.0199996 2 2 0
1.49667 0.0399299 0.0399299 2 2 0
1.49418 0.0698261 0.0698261 2 2 0
1.48924 0.129621 0.129621 2 2 0
1.48189 0.219319 0.219319 2 2 0
1.47103 0.353878 0.353878 2 2 0
1.45506 0.555743 0.555743 2 2 0
1.43184 0.858598 0.858598 2 2 0
1.39855 1.313 1.313 2 2 0
1.36401 1.81179 1.81179 2 2 0
1.33266 2.2907 2.2907 2 2 0
1.31529 2.53421 2.53421 2 2 0
1.30691 2.65136 2.65136 2 2 0
1.30617 2.6599 2.6599 2 2 0
1.30617 2.65976 2.65976 2 2 0
1.30636 2.65555 2.65555 2 2 0
1.30676 2.64846 2.64846 2 2 0
1.30727 2.63988 2.63988 2 2 0
1.30787 2.6301 2.6301 2 2 0
1.30855 2.61915 2.61915 2 2 0
1.3096 2.60251 2.60251 2 2 0
1.3112 2.57732 2.57732 2 2 0
1.31364 2.5393 2.5393 2 2 0
1.31737 2.48202 2.48202 2 2 0
1.32305 2.39588 2.39588 2 2 0
1.33171 2.26644 2.26644 2 2 0
1.34498 2.07211 2.07211 2 2 0
1.36548 1.78049 1.78049 2 2 0
1.39753 1.34299 1.34299 2 2 0
1.43599 0.845593 0.845593 2 2 0
1.47675 0.348335 0.348335 2 2 0
1.50679 -1.46469e-06 -1.46469e-06 2 2 0
1.55193 -0.496915 -0.496915 2 2 0
1.59997 -0.993567 -0.993567 2 2 0
1.6512 -1.48991 -1.48991 2 2 0
1.70593 -1.98588 -1.98588 2 2 0
1.76453 -2.48142 -2.48142 2 2 0
1.8274 -2.97644 -2.97644 2 2 0
1.89503 -3.47084 -3.47084 2 2 0
1.96794 -3.96449 -3.96449 2 2 0
2.04676 -4.45723 -4.45723 2 2 0
1.5 0 0 2 2 0
1.50168 -0.0199996 -0.0199996 2 2 0
1.50335 -0.0399289 -0.0399289 1 2 0
1.50587 -0.0698221 -0.0698221 1 2 0
1.51094 -0.129606 -0.129606 1 2 0
1.51862 -0.219276 -0.219276 1 2 0
1.5303 -0.353767 -0.353767 1 2 0
1.5482 -0.555469 -0.555469 1 2 0
1.57595 -0.857942 -0.857942 1 2 0
1.61973 -1.31145 -1.31145 1 2 0
1.67099 -1.8088 -1.8088 1 2 0
1.72595 -2.30576 -2.30576 1 2 0
1.78501 -2.80224 -2.80224 1 2 0
1.84862 -3.29817 -3.29817 1 2 0
1.91731 -3.79341 -3.79341 1 2 0
1.99165 -4.28784 -4.28784 1 2 0
2.07234 -4.78127 -4.78127 1 2 0
1.50679 -1.46469e-06 -1.46469e-06 2 3 0
1.52686 4.20055e-17 4.20055e-17 1 3 0
1.54686 1.02207e-14 1.02207e-14 2 3 0
1.57686 2.92895e-25 2.92895e-25 2 3 0
1.63686 2.39814e-28 2.39814e-28 2 3 0
1.75686 -9.18355e-40 -9.18355e-40 2 3 0
1.99686 0 0 2 3 0
2.47686 3.26265e-55 3.26265e-55 2 3 0
1.50679 -1.46469e-06 -1.46469e-06 2 3 0
1.48671 6.71444e-17 6.71444e-17 2 3 0
1.46671 1.02548e-14 1.02548e-14 2 3 0
1.43671 2.9581e-25 2.9581e-25 2 3 0
1.37671 -3.25011e-28 -3.25011e-28 2 3 0
1.25671 -4.59177e-40 -4.59177e-40 2 3 0
1.01671 -8.96831e-44 -8.96831e-44 2 3 0
0.53671 -1.63133e-55 -1.63133e-55 2 3 0
0.0367104 1.99136e-59 1.99136e-59 2 3 0
-0.46329 0 0 2 3 0
