0.5 0 0 2 1 0
0.54 0 0 1 1 0
0.58 0 0 1 1 0
0.66 0 0 1 1 0
0.82 0 0 1 1 0
1.14 0 0 1 1 0
1.5 0 0 1 1 0
2 0 0 2 1 0
1.5 0 0 2 2 0
1.49833 0.0199996 0.0199996 2 2 0
1.49667 0.03993 0.03993 2 2 0
1.49335 0.0797918 0.0797918 2 2 0
1.48678 0.159519 0.159519 2 2 0
1.47383 0.318991 0.318991 2 2 0
1.44867 0.637994 0.637994 2 2 0
1.41272 1.11663 1.11663 2 2 0
1.37737 1.61537 1.61537 2 2 0
1.34401 2.11425 2.11425 2 2 0
1.31011 2.60726 2.60726 2 2 0
1.30618 2.65993 2.65993 2 2 0
1.30664 2.65046 2.65046 2 2 0
1.30705 2.64352 2.64352 2 2 0
1.30772 2.6326 2.6326 2 2 0
1.30876 2.61576 2.61576 2 2 0
1.31039 2.59008 2.59008 2 2 0
1.31288 2.55121 2.55121 2 2 0
1.31668 2.49257 2.49257 2 2 0
1.32249 2.40433 2.40433 2 2 0
1.33135 2.27173 2.27173 2 2 0
1.34495 2.07264 2.07264 2 2 0
1.36595 1.77386 1.77386 2 2 0
1.39884 1.32564 1.32564 2 2 0
1.43737 0.828246 0.828246 2 2 0
1.47822 0.330993 0.330993 2 2 0
1.50679 -1.62049e-06 -1.62049e-06 2 2 0
1.55193 -0.496915 -0.496915 2 2 0
1.59997 -0.993568 -0.993568 2 2 0
1.6512 -1.48991 -1.48991 2 2 0
1.70593 -1.98588 -1.98588 2 2 0
1.76453 -2.48142 -2.48142 2 2 0
1.8274 -2.97644 -2.97644 2 2 0
1.89503 -3.47084 -3.47084 2 2 0
1.96794 -3.96449 -3.96449 2 2 0
2.04676 -4.45723 -4.45723 2 2 0
1.5 0 0 2 2 0
1.50168 -0.0199996 -0.0199996 2 2 0
1.50335 -0.039929 -0.039929 1 2 0
1.50671 -0.0797865 -0.0797865 1 2 0
1.51349 -0.159497 -0.159497 1 2 0
1.52725 -0.318901 -0.318901 1 2 0
1.55563 -0.637633 -0.637633 1 2 0
1.60049 -1.11552 -1.11552 1 2 0
1.65038 -1.61301 -1.61301 1 2 0
1.70384 -2.11013 -2.11013 1 2 0
1.76124 -2.60681 -2.60681 1 2 0
1.823 -3.10297 -3.10297 1 2 0
1.88962 -3.5985 -3.5985 1 2 0
1.96166 -4.09327 -4.09327 1 2 0
2.03977 -4.58711 -4.58711 1 2 0
1.30664 2.65046 2.65046 2 3 0
-32.6906 -1.70529e-16 -1.70529e-16 1 3 0
1.30664 2.65046 2.65046 2 3 0
1.3069 2.65142 2.65142 1 3 0
1.30818 2.63414 2.63414 2 3 0
1.3095 2.61574 2.61574 2 3 0
1.31152 2.58745 2.58745 2 3 0
1.31457 2.54436 2.54436 2 3 0
1.31919 2.47909 2.47909 2 3 0
1.32622 2.38056 2.38056 2 3 0
1.3323 2.29613 2.29613 2 3 0
1.35194 1.99302 1.99302 2 3 0
1.38269 1.53844 1.53844 2 3 0
1.41835 1.03973 1.03973 2 3 0
1.4562 0.541173 0.541173 2 3 0
1.49643 0.0428049 0.0428049 2 3 0
1.5 -8.09225e-06 -8.09225e-06 1 3 0
1.54306 -0.498139 -0.498139 1 3 0
1.589 -0.996013 -0.996013 1 3 0
1.63809 -1.49358 -1.49358 1 3 0
1.69066 -1.9908 -1.9908 1 3 0
1.74707 -2.48759 -2.48759 1 3 0
1.80775 -2.98389 -2.98389 1 3 0
1.87315 -3.47958 -3.47958 1 3 0
1.94384 -3.97454 -3.97454 1 3 0
2.02042 -4.46862 -4.46862 1 3 0
1.50679 -1.62049e-06 -1.62049e-06 2 4 0
1.52686 4.76362e-17 4.76362e-17 1 4 0
1.54686 3.09107e-09 3.09107e-09 2 4 0
1.58686 3.39509e-14 3.39509e-14 2 4 0
1.66686 2.08511e-17 2.08511e-17 2 4 0
1.82686 1.24956e-27 1.24956e-27 2 4 0
2.14686 4.93038e-32 4.93038e-32 2 4 0
1.50679 -1.62049e-06 -1.62049e-06 2 4 0
1.48671 6.8649e-17 6.8649e-17 2 4 0
1.46671 3.09102e-09 3.09102e-09 2 4 0
1.42671 3.40128e-14 3.40128e-14 2 4 0
1.34671 -2.12035e-17 -2.12035e-17 2 4 0
1.18671 -1.47675e-27 -1.47675e-27 2 4 0
0.86671 -2.46519e-32 -2.46519e-32 2 4 0
0.36671 0 0 2 4 0
-0.13329 0 0 2 4 0
1.5 -8.09225e-06 -8.09225e-06 2 5 0
1.52004 2.98973e-12 2.98973e-12 2 5 0
1.54004 7.63131e-09 7.63131e-09 2 5 0
1.58004 2.11793e-14 2.11793e-14 2 5 0
1.66004 1.21272e-16 1.21272e-16 2 5 0
1.82004 9.46633e-29 9.46633e-29 2 5 0
2.14004 0 0 2 5 0
1.5 -8.09225e-06 -8.09225e-06 2 5 0
1.47996 -3.21938e-12 -3.21938e-12 2 5 0
1.45996 7.55832e-09 7.55832e-09 1 5 0
1.41996 2.09641e-14 2.09641e-14 1 5 0
1.33996 -1.20108e-16 -1.20108e-16 1 5 0
1.17996 -8.20415e-28 -8.20415e-28 1 5 0
0.859962 -4.93038e-32 -4.93038e-32 1 5 0
0.359962 -1.79366e-43 -1.79366e-43 1 5 0
-0.140038 1.09476e-47 1.09476e-47 1 5 0
