2 1 0 0.5 0.5 0 0 0 0.25 0 0 0 0.25 0 0 0 0 0 0 0 0 0 
1 1 0 0.504 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.508 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.516 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.526 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.536 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.546 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.556 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.566 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.576 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.586 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.596 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.606 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.616 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.626 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.636 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.646 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.656 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.666 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.676 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.686 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.696 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.706 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.716 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.726 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.736 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.746 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.756 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.766 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.776 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.786 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.796 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.806 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.816 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.826 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.836 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.846 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.856 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.866 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.876 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
1 1 0 0.886 0.5 0 0 0 0.25 0 0 0 0.25 0 0.951229 0 0.95361 0 0.367879 0 0.959189 0 
