0.5 156.268 156.268 2 1 0
0.54 156.268 156.268 1 1 0
0.58 156.268 156.268 1 1 0
0.66 156.268 156.268 1 1 0
0.82 156.268 156.268 1 1 0
1.14 156.268 156.268 1 1 0
1.64 156.268 156.268 1 1 0
1.67335 156.268 156.268 1 1 0
2.17335 156.268 156.268 2 1 0
1.67335 156.268 156.268 2 2 0
1.6716 156.268 156.268 2 2 0
1.66986 156.268 156.268 2 2 0
1.6664 156.268 156.268 2 2 0
1.65951 156.268 156.268 2 2 0
1.64594 156.269 156.269 2 2 0
1.61957 156.269 156.269 2 2 0
1.58182 156.271 156.271 2 2 0
1.54464 156.272 156.272 2 2 0
1.50947 156.273 156.273 2 2 0
1.47616 156.274 156.274 2 2 0
1.44456 156.275 156.275 2 2 0
1.41456 156.277 156.277 2 2 0
1.38603 156.278 156.278 2 2 0
1.35886 156.279 156.279 2 2 0
1.33297 156.28 156.28 2 2 0
1.30827 156.281 156.281 2 2 0
1.28468 156.283 156.283 2 2 0
1.26213 156.284 156.284 2 2 0
1.24055 156.285 156.285 2 2 0
1.21988 156.286 156.286 2 2 0
1.20006 156.288 156.288 2 2 0
1.18105 156.289 156.289 2 2 0
1.1628 156.29 156.29 2 2 0
1.14526 156.291 156.291 2 2 0
1.1284 156.292 156.292 2 2 0
1.11217 156.294 156.294 2 2 0
1.09654 156.295 156.295 2 2 0
1.08149 156.296 156.296 2 2 0
1.06697 156.297 156.297 2 2 0
1.05296 156.298 156.298 2 2 0
1.03944 156.3 156.3 2 2 0
1.02639 156.301 156.301 2 2 0
1.01377 156.302 156.302 2 2 0
1.00157 156.303 156.303 2 2 0
0.989764 156.304 156.304 2 2 0
0.97834 156.306 156.306 2 2 0
0.967279 156.307 156.307 2 2 0
0.956563 156.308 156.308 2 2 0
0.946177 156.309 156.309 2 2 0
0.936106 156.31 156.31 2 2 0
0.926338 156.312 156.312 2 2 0
0.916858 156.313 156.313 2 2 0
0.907655 156.314 156.314 2 2 0
0.898718 156.315 156.315 2 2 0
0.890035 156.316 156.316 2 2 0
0.881596 156.318 156.318 2 2 0
0.873391 156.319 156.319 2 2 0
0.865412 156.32 156.32 2 2 0
0.857649 156.321 156.321 2 2 0
0.850094 156.322 156.322 2 2 0
0.84274 156.324 156.324 2 2 0
